show_id,Type,Title,Director,Country,Date_added,Date_Added,Release_Year,Rating,Duration,Listed_In,IMDB_Rating,IMBD_Votes
s502,Movie,Singham,Rohit Shetty,India,01-01-2021,5/07/2020,2011,TV-14,142 min,"Action & Adventure, Dramas, International Movies",6.8,16473
s504,Movie,Three Words to Forever,Cathy Garcia-Molina,Philippines,12/31/2020,6/21/2020,2018,TV-G,107 min,"Comedies, Dramas, International Movies",6.8,109
s472,Movie,The Life Ahead,Edoardo Ponti,Italy,12/24/2020,7/06/2020,2020,PG-13,95 min,"Dramas, International Movies",6.8,14021
s542,Movie,Alone/Together,Antoinette Jadaone,Philippines,12/17/2020,5/14/2020,2019,TV-14,103 min,"Dramas, International Movies, Romantic Movies",6.8,451
s634,Movie,Serious Men,Sudhir Mishra,India,11/15/2020,8/05/2020,2020,TV-MA,115 min,"Comedies, Dramas, International Movies",6.8,7390
s656,Movie,The Outpost,Rod Lurie,United States,11-12-2020,3/31/2020,2020,R,123 min,"Action & Adventure, Dramas",6.8,31819
s646,Movie,The Boys in the Band,Joe Mantello,United States,11-11-2020,3/18/2020,2020,R,122 min,"Dramas, LGBTQ Movies",6.8,14938
s706,Movie,GIMS: On the Record,Florent Bodin,France,10/27/2020,12/02/2020,2020,TV-MA,96 min,"Documentaries, International Movies, Music & Musicals",6.8,207
s780,Movie,True: Friendship Day,"Mark Thornton, Todd Kauffman",Canada,10-09-2020,1/02/2020,2020,TV-Y,24 min,Children & Family Movies,6.8,22
s789,Movie,Making The Witcher,Nathan Wiley,United States,10-04-2020,1/26/2020,2020,TV-MA,33 min,Documentaries,6.8,442
s810,Movie,Mr. Peabody & Sherman,Rob Minkoff,United States,10-01-2020,1/15/2020,2014,PG,93 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",6.8,68790
s985,TV Show,DC's Legends of Tomorrow,Rob Seidenglanz,United States,7/18/2020,11/16/2019,2020,TV-14,5 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",6.8,101178
s987,Movie,Forensic,"Akhil Paul, Anas Khan",India,7/17/2020,10/24/2019,2020,TV-14,132 min,"International Movies, Thrillers",6.8,4813
s1055,Movie,Dilan 1991,"Fajar Bustomi, Pidi Baiq",Indonesia,07-01-2020,5/17/2019,2019,TV-14,118 min,"Dramas, International Movies, Romantic Movies",6.8,1047
s1075,Movie,Have a Good Trip: Adventures in Psychedelics,Donick Cary,United States,6/25/2020,5/17/2019,2020,TV-MA,86 min,Documentaries,6.8,7578
s1077,Movie,Becoming,Nadia Hallgren,United States,6/22/2020,3/04/2019,2020,PG,89 min,Documentaries,6.8,6305
s1079,TV Show,Almost Happy,Hernán Guerschuny,Argentina,6/20/2020,3/15/2019,2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",6.8,870
s1107,TV Show,The Forest of Love: Deep Cut,Sion Sono,Japan,6/18/2020,2/27/2019,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",6.8,426
s1156,Movie,Hasee Toh Phasee,Vinil Mathew,India,06-01-2020,2/27/2019,2014,TV-14,135 min,"Comedies, Dramas, International Movies",6.8,14916
s1196,Movie,Lu Over the Wall,Masaaki Yuasa,Japan,5/20/2020,2/27/2019,2017,PG,113 min,"Anime Features, Music & Musicals, Sci-Fi & Fantasy",6.8,2189
s1210,Movie,Marc Maron: End Times Fun,Lynn Shelton,United States,5/14/2020,12/28/2018,2020,TV-MA,71 min,Stand-Up Comedy,6.8,1906
s1229,Movie,Voulez-vous rire avec moi ce soir?,Yacine Belhousse,France,05-05-2020,12/21/2018,2018,TV-MA,93 min,"Documentaries, International Movies",6.8,43
s1254,Movie,A Shaun the Sheep Movie: Farmageddon,"Richard Phelan, Will Becher",United Kingdom,4/23/2020,1/10/2018,2019,G,87 min,"Children & Family Movies, Comedies",6.8,13267
s1645,Movie,The Beast Stalker,Dante Lam,Hong Kong,11-01-2019,7/20/2018,2008,TV-14,110 min,"Action & Adventure, Cult Movies, International Movies",6.8,2191
s1701,Movie,Pachamama,Juan Antin,France,9/30/2019,3/04/2018,2019,PG,71 min,Children & Family Movies,6.8,848
s1713,Movie,Mere Pyare Prime Minister,Rakeysh Omprakash Mehra,India,9/20/2019,2/27/2018,2019,TV-MA,103 min,"Dramas, International Movies",6.8,635
s1735,Movie,Dying to Tell,Hernán Zin,Spain,09-06-2019,11/22/2017,2018,TV-MA,88 min,"Documentaries, International Movies",6.8,336
s1742,Movie,Jonaki,Aditya Vikram Sengupta,India,09-01-2019,11/21/2017,2018,TV-MA,96 min,"Dramas, Independent Movies, International Movies",6.8,251
s1796,Movie,Dabbe: The Possession,Hasan Karacadağ,Turkey,08-01-2019,1/09/2017,2013,TV-MA,135 min,"Horror Movies, International Movies",6.8,5635
s1839,Movie,Paskal,Adrian Teh,Malaysia,6/16/2019,6/08/2017,2018,TV-14,115 min,"Action & Adventure, Dramas, International Movies",6.8,2964
s1856,Movie,Lady J,Emmanuel Mouret,France,06-07-2019,1/07/2017,2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies",6.8,3306
s1922,Movie,Abducted in Plain Sight,Skye Borgman,United States,05-01-2019,5/15/2017,2017,TV-14,90 min,Documentaries,6.8,18165
s2002,Movie,The American Meme,Bert Marcus,United States,3/15/2019,12/23/2016,2018,TV-MA,98 min,Documentaries,6.8,17034
s2036,Movie,Nothing to Hide,Fred Cavayé,France,03-02-2019,10/14/2016,2018,TV-MA,94 min,"Comedies, Dramas, International Movies",6.8,14876
s2144,Movie,22-Jul,Paul Greengrass,Norway,12/23/2018,11/09/2021,2018,R,144 min,"Dramas, Thrillers",6.8,33246
s2261,Movie,For Here or to Go?,Rucha Humnabadkar,United States,11-01-2018,8/27/2021,2015,TV-MA,105 min,"Comedies, Dramas, Independent Movies",6.8,605
s2341,Movie,Calibre,Matt Palmer,United Kingdom,10-01-2018,10/08/2021,2018,TV-MA,101 min,"Dramas, International Movies, Thrillers",6.8,27622
s2404,Movie,Toc Toc,Vicente Villanueva,Spain,8/24/2018,8/07/2021,2017,TV-MA,96 min,"Comedies, International Movies",6.8,18484
s2422,Movie,Kodachrome,Mark Raso,Canada,08-04-2018,6/07/2021,2018,TV-MA,105 min,"Comedies, Dramas",6.8,16482
s2488,Movie,Shubh Aarambh,Amit Barot,India,07-01-2018,6/25/2021,2017,TV-PG,127 min,"Dramas, International Movies, Romantic Movies",6.8,121
s2561,Movie,Todd Barry: Spicy Honey,Jay Chapman,United States,05-05-2018,6/19/2021,2017,TV-MA,61 min,Stand-Up Comedy,6.8,840
s2593,Movie,Saving Capitalism,Jacob Kornbluth,United States,4/19/2018,6/18/2021,2017,TV-PG,73 min,Documentaries,6.8,3157
s2704,Movie,What Happened to Monday,Tommy Wirkola,United Kingdom,1/19/2018,10/06/2021,2017,TV-MA,124 min,"Action & Adventure, Sci-Fi & Fantasy",6.8,120311
s2732,Movie,To the Bone,Marti Noxon,United States,12/15/2017,4/16/2021,2017,TV-MA,108 min,"Dramas, Independent Movies",6.8,47025
s2735,TV Show,Degrassi: Next Class,Stefan Brogren,Canada,12-08-2017,12/04/2021,2017,TV-14,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",6.8,3205
s2745,Movie,Liar's Dice,Geetu Mohandas,India,12-01-2017,3/31/2021,2013,TV-MA,104 min,"Dramas, Independent Movies, International Movies",6.8,1069
s2746,Movie,Professor,Lekh Tandon,India,12-01-2017,3/23/2021,1962,TV-PG,163 min,"Comedies, Dramas, International Movies",6.8,285
s2838,Movie,Shepherds and Butchers,Oliver Schmitz,South Africa,9/22/2017,4/03/2021,2016,R,106 min,"Dramas, International Movies",6.8,3460
s2851,Movie,The Lighthouse of the Orcas,Gerardo Olivares,Spain,09-01-2017,1/20/2021,2016,TV-MA,110 min,"Dramas, International Movies, Romantic Movies",6.8,3844
s2907,Movie,Under the Shadow,Babak Anvari,United Kingdom,7/24/2017,1/14/2021,2016,PG-13,84 min,"Horror Movies, International Movies, Thrillers",6.8,27125
s2916,Movie,Sand Storm,Elite Zexer,Israel,07-07-2017,12/31/2020,2016,TV-PG,88 min,"Dramas, Independent Movies, International Movies",6.8,3492
s2920,Movie,Other People,Chris Kelly,United States,07-01-2017,12/23/2020,2016,TV-MA,97 min,"Comedies, Dramas, Independent Movies",6.8,11243
s2947,Movie,Colin Quinn: The New York Story,Jerry Seinfeld,United States,6/16/2017,10/12/2020,2016,TV-MA,62 min,Stand-Up Comedy,6.8,990
s3090,Movie,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,United States,2/21/2017,2/21/2017,2015,TV-MA,78 min,Stand-Up Comedy,6.8,1506
s3127,Movie,21,Robert Luketic,United States,12/15/2016,12/15/2016,2008,PG-13,123 min,Dramas,6.8,247039
s3132,Movie,22-Jul,Paul Greengrass,Norway,12-09-2016,9/12/2016,2018,R,144 min,"Dramas, Thrillers",6.8,33246
s3175,Movie,Motu Patlu: King of Kings,Suhas Kadav,India,8/19/2016,8/19/2016,2016,TV-Y7-FV,109 min,"Children & Family Movies, Comedies",6.8,157
s3206,Movie,The Book of Eli,"Albert Hughes, Allen Hughes",United States,5/27/2016,5/27/2016,2010,R,118 min,"Action & Adventure, Sci-Fi & Fantasy",6.8,312538
s3224,Movie,The Lake House,Alejandro Agresti,United States,2/26/2016,2/26/2016,2006,PG,98 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",6.8,148043
s3225,Movie,The Mask of Zorro,Martin Campbell,United States,02-05-2016,5/02/2016,1998,PG-13,138 min,"Action & Adventure, Romantic Movies",6.8,181306
s730,Movie,Minsara Kanavu,Rajiv Menon,India,9/20/2021,8/20/2021,1997,TV-PG,147 min,"Comedies, International Movies, Music & Musicals",6.7,1212
s1006,Movie,Misha and the Wolves,Sam Hobkinson,Belgium,8/25/2021,10/28/2020,2021,PG-13,90 min,"Documentaries, International Movies",6.7,2303
s153,Movie,Vivo,"Kirk DeMicco, Brandon Jeffords",Canada,8/20/2021,10/22/2020,2021,PG,100 min,"Children & Family Movies, Music & Musicals",6.7,17650
s200,Movie,Ujala,Naresh Saigal,India,7/27/2021,2/10/2019,1959,TV-14,143 min,"Dramas, International Movies",6.7,78
s2858,TV Show,Riverdale,Rob Seidenglanz,United States,07-08-2021,1/10/2018,2019,TV-14,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",6.7,139154
s3087,Movie,Fan Girl,Antoinette Jadaone,Philippines,07-07-2021,7/20/2018,2020,TV-MA,101 min,"Dramas, Independent Movies, International Movies",6.7,366
s3200,Movie,Sweet & Sour,Lee Kae-byeok,South Korea,07-07-2021,6/15/2018,2021,TV-14,103 min,"Comedies, International Movies, Romantic Movies",6.7,2387
s236,Movie,Blind Intersections,Lara Saba,Lebanon,07-02-2021,10/19/2017,2012,TV-MA,91 min,"Dramas, International Movies",6.7,172
s3825,Movie,Collateral Beauty,David Frankel,United States,6/23/2021,10/08/2017,2016,PG-13,97 min,Dramas,6.7,99053
s4306,Movie,Ajeeb Daastaans,"Shashank Khaitan, Raj Mehta, Neeraj Ghaywan, Kayoze Irani",India,06-02-2021,1/07/2016,2021,TV-MA,142 min,"Dramas, Independent Movies, International Movies",6.7,5620
s4390,Movie,Dark City Beneath the Beat,TT The Artist,United States,5/27/2021,11/09/2021,2020,TV-MA,65 min,"Documentaries, Music & Musicals",6.7,138
s4521,Movie,Night in Paradise,Park Hoon-jung,South Korea,5/20/2021,7/09/2021,2021,TV-MA,132 min,"Dramas, International Movies",6.7,6484
s4628,Movie,Coded Bias,Shalini Kantayya,United States,5/19/2021,2/09/2021,2020,TV-MA,86 min,Documentaries,6.7,2217
s344,Movie,The Last Blockbuster,Taylor Morden,United States,4/30/2021,10/08/2021,2020,TV-14,87 min,Documentaries,6.7,5350
s5193,Movie,Paper Lives,Can Ulkay,Turkey,4/23/2021,7/28/2021,2021,TV-MA,97 min,"Dramas, International Movies",6.7,11804
s351,Movie,Moxie,Amy Poehler,United States,4/21/2021,7/19/2021,2021,PG-13,112 min,"Comedies, Dramas, Music & Musicals",6.7,24003
s5791,Movie,Hate by Dani Rovira,Mario Briongos,Spain,04-05-2021,6/19/2021,2021,TV-MA,83 min,Stand-Up Comedy,6.7,419
s415,Movie,"Crack: Cocaine, Corruption & Conspiracy",Stanley Nelson,United States,03-05-2021,4/16/2021,2021,TV-MA,90 min,Documentaries,6.7,3260
s7763,Movie,Just Another Christmas,Roberto Santucci,Brazil,1/27/2021,1/14/2021,2020,TV-MA,101 min,"Comedies, International Movies",6.7,4476
s492,Movie,The Call,Lee Chung-hyun,South Korea,1/15/2021,12/23/2020,2020,TV-MA,112 min,"International Movies, Thrillers",6.7,120475
s8369,Movie,Hillbilly Elegy,Ron Howard,United States,01-08-2021,10/12/2020,2020,R,117 min,Dramas,6.7,40703
s8610,Movie,40 Sticks,Victor Gatonye,Kenya,01-08-2021,3/12/2020,2019,TV-14,93 min,"International Movies, Thrillers",6.7,99
s496,Movie,My Amnesia Girl,Cathy Garcia-Molina,Philippines,01-01-2021,11/23/2020,2010,TV-14,105 min,"International Movies, Romantic Movies",6.7,430
s580,Movie,The Hows of Us,Cathy Garcia-Molina,Philippines,12-07-2020,1/11/2020,2018,TV-14,120 min,"Dramas, International Movies, Romantic Movies",6.7,2695
s619,Movie,Bigflo & Oli: Hip Hop Frenzy,"Bigflo & Oli, Jérémie Levypon",France,11/19/2020,1/11/2020,2020,TV-MA,100 min,"Documentaries, International Movies, Music & Musicals",6.7,118
s763,Movie,Road To High & Low,Shigeaki Kubo,Japan,10/30/2020,10/19/2020,2016,TV-MA,94 min,"Action & Adventure, International Movies",6.7,177
s705,Movie,Saheb Biwi Aur Gangster Returns,Tigmanshu Dhulia,India,10/28/2020,10/16/2020,2013,TV-MA,139 min,"Dramas, International Movies, Romantic Movies",6.7,3978
s723,Movie,Lara and the Beat,Tosin Coker,Nigeria,10/22/2020,12/10/2020,2018,TV-MA,140 min,"Dramas, International Movies, Music & Musicals",6.7,146
s770,Movie,Always Be My Maybe,Dan Villegas,Philippines,10/13/2020,9/19/2020,2016,TV-14,112 min,"International Movies, Romantic Movies",6.7,372
s795,Movie,The Crimes That Bind,Sebastián Schindel,Argentina,10-02-2020,9/16/2020,2020,TV-14,100 min,"Dramas, International Movies",6.7,3912
s805,Movie,Christine,Antonio Campos,United Kingdom,10-01-2020,10/09/2020,2016,R,119 min,"Dramas, Independent Movies",6.7,80945
s934,Movie,Kasanova,Oluseyi Asurf,Nigeria,8/15/2020,8/13/2020,2019,TV-14,117 min,"Comedies, International Movies, Romantic Movies",6.7,43
s957,Movie,A Whisker Away,"Junichi Sato, Tomotaka Shibayama",Japan,08-02-2020,6/30/2020,2020,TV-PG,104 min,"Anime Features, Children & Family Movies, International Movies",6.7,9353
s961,Movie,Dark Waters,Youssef Chahine,Egypt,7/29/2020,7/09/2018,1956,TV-14,104 min,"Classic Movies, Dramas, International Movies",6.7,590
s984,Movie,Menahi,Ayman Makram,Saudi Arabia,7/21/2020,3/06/2020,2008,TV-14,101 min,"Comedies, International Movies",6.7,51
s1030,Movie,Si Doel the Movie 3,Rano Karno,Indonesia,07-05-2020,5/14/2020,2020,TV-G,93 min,"Dramas, International Movies, Music & Musicals",6.7,130
s1078,Movie,Jerry Seinfeld: 23 Hours To Kill,Joe DeMaio,United States,6/21/2020,12/25/2019,2020,TV-PG,61 min,Stand-Up Comedy,6.7,5061
s1133,Movie,For the Broken Hearted,Digo Ricio,Philippines,06-07-2020,12/25/2019,2018,TV-14,93 min,"Dramas, International Movies, Romantic Movies",6.7,94
s1203,Movie,Justine,Stephanie Turner,United States,5/14/2020,11/15/2019,2019,TV-MA,106 min,"Dramas, Independent Movies",6.7,704
s1219,Movie,Freaks,"Adam B. Stein, Zach Lipovsky",United States,05-08-2020,2/11/2019,2018,R,105 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers",6.7,34111
s1325,Movie,Jeff Dunham: Unhinged in Hollywood,Michael Simon,United States,3/31/2020,10/18/2019,2015,TV-MA,71 min,Stand-Up Comedy,6.7,713
s1343,Movie,MFKZ,"Shojiro Nishimi, Guillaume Renard",France,3/18/2020,9/24/2019,2017,R,95 min,"Action & Adventure, Comedies, International Movies",6.7,4263
s1415,Movie,Atlantics,Mati Diop,France,02-12-2020,9/17/2019,2019,TV-14,106 min,"Dramas, Independent Movies, International Movies",6.7,9306
s1427,Movie,Brother,Julien Abraham,France,02-01-2020,7/31/2019,2019,TV-MA,97 min,"Dramas, Independent Movies, International Movies",6.7,1054
s1429,Movie,"Bikram: Yogi, Guru, Predator",Eva Orner,United States,02-01-2020,11/05/2019,2019,TV-MA,86 min,Documentaries,6.7,7367
s1446,Movie,Guna 369,Arjun Jandyala,India,1/26/2020,1/04/2019,2019,TV-MA,143 min,"Action & Adventure, Dramas, International Movies",6.7,19
s1468,Movie,Minimalism: A Documentary About the Important Things,Matt D'Avella,United States,1/15/2020,3/26/2019,2016,TV-14,78 min,Documentaries,6.7,15656
s1512,Movie,Upstarts,Udai Singh Pawar,India,12/17/2019,3/14/2019,2019,TV-14,112 min,"Comedies, Dramas, International Movies",6.7,860
s1602,Movie,Mayday Life,Muh Chen,China,11/16/2019,11/20/2018,2019,TV-PG,120 min,"International Movies, Music & Musicals",6.7,122
s1661,Movie,Katherine Ryan: Glitter Room,Linda Mendoza,United States,10/24/2019,10/19/2018,2019,TV-MA,66 min,Stand-Up Comedy,6.7,1920
s1686,Movie,Pihu,Vinod Kapri,India,10-08-2019,9/10/2018,2018,TV-14,90 min,"Dramas, Independent Movies, International Movies",6.7,2411
s1716,Movie,I Am Mother,Grant Sputore,Australia,10-02-2019,8/10/2018,2019,TV-PG,114 min,"International Movies, Sci-Fi & Fantasy, Thrillers",6.7,87891
s1769,Movie,"Extremely Wicked, Shockingly Evil and Vile",Joe Berlinger,United States,8/23/2019,1/10/2018,2019,R,110 min,"Dramas, Independent Movies",6.7,91162
s1888,Movie,It Takes a Man and a Woman,Cathy Garcia-Molina,Philippines,5/17/2019,4/27/2018,2013,TV-PG,127 min,"Comedies, International Movies, Romantic Movies",6.7,362
s1897,Movie,The Photographer Of Mauthausen,Mar Targarona,Spain,5/17/2019,10/04/2018,2018,TV-MA,110 min,"Dramas, International Movies",6.7,10466
s1935,Movie,Goyo: The Boy General,Jerrold Tarog,Philippines,4/26/2019,3/30/2018,2018,TV-MA,150 min,"Dramas, International Movies",6.7,799
s1965,Movie,Moshe Kasher: Live in Oakland,Jay Chapman,United States,04-03-2019,8/03/2018,2012,TV-MA,61 min,Stand-Up Comedy,6.7,330
s2006,Movie,A Beautiful Life,Andrew Lau Wai-Keung,China,3/15/2019,11/17/2017,2011,TV-14,122 min,"Dramas, International Movies, Romantic Movies",6.7,927
s2046,Movie,Lommbock,Christian Zübert,Germany,2/27/2019,10/31/2017,2017,TV-MA,106 min,"Comedies, International Movies",6.7,3647
s2050,Movie,The Other Side of the Wind,Orson Welles,France,2/27/2019,10/20/2017,2018,R,122 min,"Classic Movies, Dramas, Independent Movies",6.7,7104
s2056,Movie,Arjun: The Warrior Prince,Arnab Chaudhuri,India,2/27/2019,10/15/2017,2011,TV-14,91 min,"Action & Adventure, Dramas, International Movies",6.7,14
s2143,Movie,The Kindergarten Teacher,Sara Colangelo,United States,12/28/2018,7/07/2017,2018,R,97 min,"Dramas, Independent Movies",6.7,15683
s2150,Movie,Pulang,Kabir Bhatia,Malaysia,12/21/2018,1/06/2017,2018,TV-14,119 min,"Action & Adventure, Dramas, International Movies",6.7,594
s2246,TV Show,Take My Brother Away,Han Qing,China,11-01-2018,4/28/2017,2018,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",6.7,161
s2343,Movie,Recovery Boys,Elaine McMillion Sheldon,United States,10-01-2018,4/21/2017,2018,TV-MA,90 min,Documentaries,6.7,714
s2348,Movie,Expelled from Paradise,Seiji Mizushima,Japan,10-01-2018,11/22/2016,2014,TV-MA,103 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",6.7,1696
s2366,Movie,Outside In,Lynn Shelton,United States,9/29/2018,3/09/2021,2018,TV-MA,110 min,"Dramas, Independent Movies",6.7,4611
s2452,Movie,Om Shanti Om,Farah Khan,India,08-01-2018,8/18/2021,2007,TV-14,169 min,"Comedies, Dramas, International Movies",6.7,42597
s2468,Movie,Layla M.,Mijke de Jong,Netherlands,7/20/2018,1/08/2021,2016,TV-MA,99 min,"Dramas, International Movies",6.7,1692
s2517,Movie,A Futile and Stupid Gesture,David Wain,United States,6/15/2018,6/18/2021,2018,TV-MA,102 min,Comedies,6.7,15750
s2596,Movie,The B-Side: Elsa Dorfman's Portrait Photography,Errol Morris,United States,04-03-2018,9/06/2021,2016,R,76 min,Documentaries,6.7,743
s2673,Movie,Carrie Pilby,Susan Johnson,United States,2/27/2018,2/06/2021,2016,TV-MA,98 min,"Comedies, Dramas",6.7,11311
s2739,Movie,Amrapali,Lekh Tandon,India,12-05-2017,2/06/2021,1966,TV-PG,116 min,"Dramas, International Movies, Music & Musicals",6.7,225
s2758,Movie,Rory Scovel Tries Stand-Up for the First Time,Scott Moran,United States,11/22/2017,2/04/2021,2017,TV-MA,66 min,Stand-Up Comedy,6.7,821
s2759,Movie,Counterpunch,Jay Bulger,United States,11/21/2017,3/30/2021,2017,TV-MA,91 min,"Documentaries, Sports Movies",6.7,903
s2800,Movie,Raees,Rahul Dholakia,India,10/19/2017,2/26/2021,2017,TV-14,143 min,"Action & Adventure, Dramas, International Movies",6.7,43835
s2847,Movie,Our Lovers,Miguel Ángel Lamata,Spain,09-01-2017,5/02/2021,2016,TV-MA,92 min,"Comedies, Dramas, International Movies",6.7,4140
s2886,Movie,"Michael Bolton's Big, Sexy Valentine's Day Special","Scott Aukerman, Akiva Schaffer",United States,08-10-2017,12/24/2020,2017,TV-MA,54 min,"Comedies, Music & Musicals, Romantic Movies",6.7,2102
s2888,Movie,Imperial Dreams,Malik Vitthal,United States,08-06-2017,12/23/2020,2014,TV-MA,86 min,Dramas,6.7,4452
s2925,Movie,One in a Billion,Roman Gackowski,United States,07-01-2017,12/22/2020,2016,TV-14,70 min,"Documentaries, Sports Movies",6.7,543
s2997,Movie,Tallulah,Sian Heder,United States,5/15/2017,12/16/2020,2016,TV-MA,112 min,"Dramas, Independent Movies",6.7,20111
s3003,Movie,Tony Robbins: I Am Not Your Guru,Joe Berlinger,United States,5/15/2017,11/27/2020,2016,TV-MA,117 min,Documentaries,6.7,4335
s3023,Movie,Belgica,"Felix Van Groeningen, Felix van Groeningen",Belgium,4/28/2017,11/20/2020,2016,TV-MA,127 min,"Dramas, International Movies",6.7,4478
s3122,Movie,Too Young the Hero,Buzz Kulik,United States,12/23/2016,12/23/2016,1988,TV-MA,94 min,Dramas,6.7,494
