show_id,Type,Title,Director,Country,Date_added,Date_Added,Release_Year,Rating,Duration,Listed_In,IMDB_Rating,IMBD_Votes
s1521,Movie,Bygones Be Bygones,Hakan Algül,Turkey,12/15/2019,1/11/2018,2017,TV-MA,104 min,"Comedies, International Movies, Romantic Movies",6.2,3973
s1557,Movie,In the Shadow of the Moon,Jim Mickle,United States,12-11-2019,1/09/2018,2019,TV-MA,116 min,"Dramas, Sci-Fi & Fantasy, Thrillers",6.2,49894
s1600,Movie,Marriage Palace,Sunil Thakur,India,11/16/2019,7/28/2018,2018,TV-14,135 min,"Comedies, International Movies",6.2,180
s1632,Movie,No One Will Ever Know,Jesús Torres Torres,Mexico,11-02-2019,6/19/2018,2017,TV-MA,102 min,"Dramas, International Movies",6.2,135
s1654,Movie,Cities of Last Things,Wi Ding Ho,Taiwan,11-01-2019,12/04/2018,2018,TV-MA,106 min,"Dramas, Independent Movies, International Movies",6.2,1615
s1715,Movie,Svaha: The Sixth Finger,Jang Jae-hyun,South Korea,9/19/2019,1/03/2018,2019,TV-MA,123 min,"International Movies, Thrillers",6.2,3762
s1754,Movie,In Family I Trust,Patricia Font,Spain,8/29/2019,2/02/2018,2018,TV-MA,98 min,"Comedies, Dramas, International Movies",6.2,3106
s1786,Movie,Music Teacher,Sarthak Dasgupta,India,08-07-2019,8/12/2017,2019,TV-14,102 min,"Dramas, Independent Movies, International Movies",6.2,684
s1788,Movie,Someone Great,Jennifer Kaytin Robinson,United States,08-07-2019,1/11/2017,2019,R,92 min,"Comedies, Romantic Movies",6.2,21501
s1789,Movie,The Ruthless,Renato De Maria,Italy,08-06-2019,1/11/2017,2019,TV-MA,111 min,"Dramas, International Movies",6.2,6071
s1793,Movie,Generation Iron 3,Vlad Yudin,United States,08-05-2019,10/13/2017,2018,TV-MA,95 min,"Documentaries, Sports Movies",6.2,3333
s1830,Movie,Burn Out,Yann Gozlan,France,6/22/2019,9/27/2017,2017,TV-MA,104 min,"Action & Adventure, International Movies",6.2,3718
s1863,Movie,The Love Affair,Nuel Naval,Philippines,06-07-2019,9/24/2017,2015,TV-MA,127 min,"Dramas, International Movies, Romantic Movies",6.2,256
s1868,Movie,River's Edge,Isao Yukisada,Japan,06-01-2019,5/09/2017,2018,TV-MA,118 min,"Dramas, International Movies",6.2,942
s1889,Movie,My Ex & Whys,Cathy Garcia-Molina,Philippines,5/17/2019,1/09/2017,2017,TV-14,121 min,"Comedies, Dramas, International Movies",6.2,572
s1901,Movie,The Drug King,Woo Min-ho,South Korea,5/14/2019,1/09/2017,2018,TV-MA,139 min,"Dramas, International Movies, Thrillers",6.2,3103
s1920,Movie,High Flying Bird,Steven Soderbergh,United States,05-06-2019,4/25/2017,2019,TV-MA,91 min,"Dramas, Sports Movies",6.2,8514
s1967,Movie,Whitney Cummings: Money Shot,John Fortenberry,United States,04-02-2019,4/21/2017,2010,TV-MA,48 min,Stand-Up Comedy,6.2,907
s2196,Movie,Pizza,Akshay Akkineni,India,12-01-2018,8/27/2021,2014,TV-14,102 min,"Horror Movies, International Movies, Thrillers",6.2,1285
s2215,Movie,The Land of Steady Habits,Nicole Holofcener,United States,11/16/2018,8/25/2021,2018,TV-MA,98 min,"Comedies, Dramas, Independent Movies",6.2,7566
s2253,Movie,Naam Shabana,Shivam Nair,India,11-01-2018,8/08/2021,2017,TV-14,141 min,"Action & Adventure, International Movies",6.2,6712
s2269,Movie,7 Khoon Maaf,Vishal Bhardwaj,India,11-01-2018,7/29/2021,2011,TV-MA,148 min,"Dramas, International Movies, Thrillers",6.2,5919
s2386,Movie,Forgive Us Our Debts,Antonio Morabito,Italy,09-01-2018,9/06/2021,2018,TV-MA,105 min,"Dramas, International Movies",6.2,1573
s2425,Movie,All The Reasons To Forget,Pedro Coutinho,Brazil,08-03-2018,2/21/2021,2017,TV-MA,90 min,"Comedies, Dramas, International Movies",6.2,523
s2440,Movie,Sun Dogs,Jennifer Morrison,Mexico,08-02-2018,1/21/2021,2017,TV-MA,94 min,"Comedies, Dramas, Independent Movies",6.2,2284
s2476,Movie,The Outsider,Martin Zandvliet,United States,07-06-2018,11/01/2021,2018,TV-MA,121 min,"Dramas, Thrillers",6.2,25223
s2495,Movie,Veronica,Paco Plaza,Spain,07-01-2018,12/31/2020,2017,TV-MA,105 min,"Horror Movies, International Movies, Thrillers",6.2,40254
s2514,Movie,Holy Camp!,"Javier Ambrossi, Javier Calvo",Spain,6/15/2018,12/28/2020,2017,TV-MA,108 min,"Comedies, Dramas, Faith & Spirituality",6.2,3986
s2534,Movie,Alibaba Aur 40 Chor,"Latif Faiziyev, Umesh Mehra",Soviet Union,06-01-2018,12/23/2020,1980,TV-14,147 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",6.2,555
s2542,Movie,Before I Wake,Mike Flanagan,United States,5/16/2018,4/12/2020,2016,PG-13,97 min,"Horror Movies, Thrillers",6.2,45243
s2545,Movie,Mustang Island,Craig Elrod,United States,5/13/2018,11/24/2020,2017,TV-14,86 min,"Comedies, Dramas, Independent Movies",6.2,522
s2551,Movie,Mr. Roosevelt,Noël Wells,United States,05-05-2018,4/11/2020,2017,TV-MA,91 min,"Comedies, Independent Movies",6.2,3320
s2563,Movie,Judd Apatow: The Return,Marcus Raboy,United States,05-01-2018,10/16/2020,2017,TV-MA,70 min,Stand-Up Comedy,6.2,1321
s2582,Movie,Voyeur,"Myles Kane, Josh Koury",United States,4/25/2018,2/10/2020,2017,TV-MA,96 min,Documentaries,6.2,5922
s2617,Movie,1922,Zak Hilditch,United States,04-01-2018,1/10/2020,2017,TV-MA,103 min,"Dramas, Thrillers",6.2,60982
s2651,Movie,Much Loved,Nabil Ayouch,France,03-02-2018,5/07/2020,2015,TV-MA,104 min,"Dramas, Independent Movies, International Movies",6.2,2722
s2697,Movie,Buster's Mal Heart,Sarah Adina Smith,United States,1/26/2018,6/19/2020,2016,TV-MA,98 min,"Independent Movies, Thrillers",6.2,10490
s2698,Movie,Berlin Syndrome,Cate Shortland,Australia,1/26/2018,6/18/2020,2017,R,116 min,"International Movies, Thrillers",6.2,24733
s2702,Movie,Lynne Koplitz: Hormonal Beast,Marcus Raboy,United States,1/23/2018,5/29/2020,2017,TV-MA,51 min,Stand-Up Comedy,6.2,417
s2729,Movie,Uncertain Glory,Agustí Villaronga,Spain,12/22/2017,5/21/2020,2017,TV-MA,116 min,"Dramas, International Movies",6.2,943
s2742,Movie,Lal Patthar,Sushil Majumdar,India,12-02-2017,4/22/2020,1971,TV-14,153 min,"Classic Movies, Dramas, International Movies",6.2,137
s2834,Movie,The Next Skin,"Isaki Lacuesta, Isa Campo",Spain,9/26/2017,2/26/2020,2016,TV-MA,104 min,"Dramas, International Movies",6.2,1820
s2852,Movie,Win It All,Joe Swanberg,United States,09-01-2017,8/13/2019,2017,TV-MA,89 min,"Comedies, Independent Movies, Romantic Movies",6.2,9108
s2859,Movie,The Discovery,Charlie McDowell,United States,09-01-2017,2/08/2019,2017,TV-MA,102 min,"Dramas, Independent Movies, Romantic Movies",6.2,33579
s2877,Movie,Force 2,Abhinay Deo,India,8/18/2017,7/06/2019,2016,TV-14,123 min,"Action & Adventure, International Movies",6.2,5501
s3081,Movie,Advantageous,Jennifer Phang,United States,2/28/2017,2/28/2017,2015,TV-MA,92 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",6.2,5378
s3170,Movie,Mokalik (Mechanic),Kunle Afolayan,Nigeria,9/16/2016,9/16/2016,2019,TV-14,100 min,"Dramas, International Movies",6.2,148
s3227,Movie,The Men Who Stare at Goats,Grant Heslov,United States,1/15/2016,1/15/2016,2009,R,94 min,Comedies,6.2,131564
s3214,Movie,The Texas Chainsaw Massacre,Tobe Hooper,United States,12/18/2015,12/18/2015,1974,R,83 min,"Cult Movies, Horror Movies, Independent Movies",6.2,140741
s75,Movie,King of Boys,Kemi Adetiba,Nigeria,9/14/2021,6/19/2021,2018,TV-MA,182 min,"Dramas, International Movies",6.1,404
s659,Movie,Kyaa Kool Hai Hum,Sangeeth Sivan,India,09-01-2021,2/19/2021,2005,TV-MA,165 min,"Comedies, International Movies, Music & Musicals",6.1,3507
s1181,Movie,Chennai Express,Rohit Shetty,India,8/20/2021,10/09/2020,2013,TV-14,135 min,"Action & Adventure, Comedies, International Movies",6.1,53293
s186,Movie,American Ultra,Nima Nourizadeh,United States,7/30/2021,9/01/2020,2015,R,96 min,"Action & Adventure, Comedies",6.1,89912
s262,Movie,Starsky & Hutch,Todd Phillips,United States,6/28/2021,5/09/2017,2004,PG-13,101 min,"Action & Adventure, Comedies",6.1,145981
s250,Movie,Soy Rada: Serendipity,Pablo Faro,Argentina,6/19/2021,1/09/2017,2021,TV-MA,70 min,Stand-Up Comedy,6.1,73
s251,Movie,The Day I lost My Shadow,Soudade Kaadan,Syria,6/19/2021,4/25/2017,2018,TV-MA,91 min,"Dramas, Independent Movies, International Movies",6.1,239
s253,Movie,Baggio: The Divine Ponytail,Letizia Lamartire,Italy,6/19/2021,4/21/2017,2021,TV-MA,92 min,"Dramas, International Movies, Sports Movies",6.1,4296
s301,Movie,My Travel Buddy,Bedran Güzel,Turkey,06-02-2021,8/25/2021,2017,TV-MA,111 min,"Comedies, International Movies",6.1,6656
s335,Movie,Get the Goat,Vitor Brandt,Brazil,05-01-2021,7/29/2021,2021,TV-14,98 min,"Action & Adventure, Comedies, International Movies",6.1,1727
s345,TV Show,Dealer,"Ange Basterga, Nicolas Lopez",France,4/23/2021,7/14/2021,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",6.1,659
s5896,Movie,Layla Majnun,Monty Tiwa,Indonesia,04-02-2021,1/21/2021,2020,TV-14,119 min,"Dramas, International Movies, Romantic Movies",6.1,272
s6348,Movie,"Our Lady of San Juan, Four Centuries of Miracles",Noé González,Mexico,3/25/2021,12/31/2020,2020,TV-PG,123 min,"Dramas, Faith & Spirituality, International Movies",6.1,79
s422,Movie,Bridezilla,Andibachtiar Yusuf,Indonesia,2/19/2021,11/24/2020,2019,TV-MA,94 min,"Comedies, Dramas, International Movies",6.1,51
s529,Movie,Citation,Kunle Afolayan,Nigeria,12/18/2020,6/18/2020,2020,TV-MA,151 min,"Dramas, International Movies",6.1,958
s562,Movie,In Line,Tope Oshin,Nigeria,12-11-2020,5/29/2020,2017,TV-14,114 min,"Dramas, International Movies",6.1,34
s565,Movie,Holidate,John Whitesell,United States,12-11-2020,5/29/2020,2020,TV-MA,105 min,"Comedies, Romantic Movies",6.1,61924
s582,Movie,"Yes, God, Yes",Karen Maine,United States,12-05-2020,5/21/2020,2020,R,78 min,"Comedies, Dramas, Independent Movies",6.1,14496
s671,Movie,Ishq Vishk,Ken Ghosh,India,11-05-2020,4/22/2020,2003,TV-PG,129 min,"Comedies, International Movies, Music & Musicals",6.1,4203
s688,Movie,Mann,Indra Kumar,India,11-05-2020,2/26/2020,1999,TV-14,173 min,"Dramas, International Movies, Romantic Movies",6.1,5413
s713,Movie,Horrid Henry's Gross Day Out,Gary Andrews,United Kingdom,10/26/2020,4/10/2019,2020,TV-Y,61 min,"Children & Family Movies, Comedies",6.1,47
s785,Movie,Unknown Origins,David Galán Galindo,Spain,10-07-2020,2/08/2019,2020,TV-MA,97 min,"International Movies, Thrillers",6.1,6732
s813,Movie,The Lost Husband,Vicky Wight,United States,9/30/2020,7/06/2019,2020,PG-13,110 min,"Dramas, Romantic Movies",6.1,4578
s817,Movie,Work It,Laura Terruso,United States,9/28/2020,3/29/2019,2020,TV-14,94 min,Comedies,6.1,12828
s837,Movie,Double World,Teddy Chan,China,9/19/2020,3/21/2019,2020,TV-14,110 min,"Action & Adventure, International Movies",6.1,4064
s868,Movie,Mama's Boy,Amro Salah,Egypt,09-11-2020,1/11/2018,2018,TV-14,101 min,"Comedies, International Movies",6.1,987
s871,Movie,Born Racer,Bryn Evans,New Zealand,09-10-2020,1/11/2018,2018,R,89 min,"Documentaries, Sports Movies",6.1,256
s873,Movie,The Long Dumb Road,Hannah Fidell,United States,09-10-2020,10/25/2018,2018,R,91 min,"Comedies, Independent Movies",6.1,3172
s917,TV Show,Abby Hatcher,Kyran Kelly,United States,8/27/2020,1/09/2018,2019,TV-Y,1 Season,Kids' TV,6.1,163
s947,Movie,Eric Andre: Legalize Everything,Eric Notarnicola,United States,08-12-2020,2/08/2018,2020,TV-MA,52 min,Stand-Up Comedy,6.1,2491
s974,Movie,The Land,Youssef Chahine,Egypt,7/30/2020,5/18/2018,1970,TV-MA,130 min,"Classic Movies, Dramas, International Movies",6.1,444
s995,Movie,Hot Sweet Sour,Andaç Haznedaroğlu,Turkey,07-10-2020,6/04/2018,2017,TV-14,102 min,"Dramas, International Movies, Romantic Movies",6.1,2450
s1014,Movie,Cook Off,Tomas Brickhill,Zimbabwe,07-05-2020,1/04/2018,2017,TV-G,100 min,"Comedies, International Movies, Romantic Movies",6.1,337
s1136,Movie,Code 8,Jeff Chan,Canada,06-05-2020,8/25/2017,2019,TV-MA,98 min,"Action & Adventure, Independent Movies, International Movies",6.1,38850
s1155,Movie,Gumrah,Mahesh Bhatt,India,06-01-2020,3/08/2017,1993,TV-14,149 min,"Action & Adventure, Dramas, International Movies",6.1,784
s1205,Movie,Lost Girls,Liz Garbus,United States,5/14/2020,1/07/2017,2020,R,95 min,Dramas,6.1,21040
s1243,Movie,Pete Davidson: Alive From New York,Jason Orley,United States,4/30/2020,5/26/2017,2020,TV-MA,50 min,Stand-Up Comedy,6.1,4072
s1305,Movie,NiNoKuni,Yoshiyuki Momose,Japan,04-01-2020,12/16/2016,2019,TV-14,107 min,"Action & Adventure, Anime Features, Children & Family Movies",6.1,3296
s1370,Movie,Honeymoon Travels Pvt. Ltd.,Reema Kagti,India,03-04-2020,9/23/2016,2007,TV-14,119 min,"Comedies, Dramas, International Movies",6.1,2609
s1388,Movie,6 Underground,Michael Bay,United States,2/27/2020,6/24/2016,2019,R,129 min,"Action & Adventure, Dramas",6.1,168919
s1470,Movie,Big Time Movie,Savage Steve Holland,United States,01-09-2020,4/12/2015,2012,TV-PG,68 min,"Children & Family Movies, Comedies, Music & Musicals",6.1,1936
s1489,Movie,Holiday in the Wild,Ernie Barbarash,United States,12/31/2019,9/22/2021,2019,TV-PG,86 min,"Children & Family Movies, Dramas, Romantic Movies",6.1,15053
s1542,Movie,TUNA GIRL,Mana Yasuda,Japan,12-06-2019,7/09/2021,2019,TV-PG,90 min,"Dramas, International Movies",6.1,140
s1561,Movie,Between Two Ferns: The Movie,Scott Aukerman,United States,12-06-2019,8/23/2021,2019,TV-MA,83 min,Comedies,6.1,31193
s1593,Movie,Kardec,Wagner de Assis,Brazil,11/20/2019,7/22/2021,2019,TV-14,110 min,"Dramas, Faith & Spirituality, International Movies",6.1,1501
s1670,Movie,Daniel Sosa: Maleducado,"Alex Díaz, Marcos Bucay",Mexico,10/18/2019,6/15/2021,2019,TV-MA,55 min,Stand-Up Comedy,6.1,71
s1675,Movie,Blood Will Tell,"Miguel Cohan, Miguel Cohan",Argentina,10/16/2019,5/13/2021,2019,TV-MA,113 min,"Dramas, Independent Movies, International Movies",6.1,815
s1695,Movie,Belmonte,Federico Veiroj,Uruguay,10-04-2019,6/05/2021,2018,TV-MA,74 min,"Dramas, Independent Movies, International Movies",6.1,376
s1726,Movie,The Perfection,Richard Shepard,United States,9/15/2019,1/04/2021,2019,TV-MA,91 min,"Horror Movies, LGBTQ Movies, Music & Musicals",6.1,41508
s1826,Movie,The Third Party,Jason Paul Laxamana,Philippines,6/28/2019,12/25/2020,2016,TV-MA,118 min,"Comedies, Dramas, International Movies",6.1,267
s1881,Movie,Your Son,Miguel Ángel Vivas,Spain,5/24/2019,12/21/2020,2018,TV-MA,103 min,"Dramas, International Movies, Thrillers",6.1,4708
s2092,Movie,Raja Natwarlal,Kunal Deshmukh,India,1/26/2019,10/16/2020,2014,TV-14,131 min,"Dramas, International Movies, Thrillers",6.1,4280
s2096,Movie,Sigaram Thodu,Gaurav Narayanan,India,1/18/2019,4/08/2020,2014,TV-14,141 min,"Dramas, International Movies, Thrillers",6.1,458
s2118,Movie,How to Get Over a Breakup,"Joanna Lombardi, Bruno Ascenzo",Peru,01-11-2019,7/31/2020,2018,TV-MA,104 min,"Comedies, International Movies, Romantic Movies",6.1,1972
s2200,Movie,Thaandavam,Vijay,India,11/30/2018,3/07/2020,2012,TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals",6.1,2034
s2268,Movie,Like Father,Lauren Miller Rogen,United States,11-01-2018,6/19/2020,2018,TV-MA,104 min,"Comedies, Dramas",6.1,21202
s2383,Movie,Anon,Andrew Niccol,United Kingdom,09-01-2018,7/05/2020,2018,TV-MA,100 min,"Dramas, Sci-Fi & Fantasy, Thrillers",6.1,42608
s2420,Movie,Kevin James: Never Don't Give Up,Andy Fickman,United States,08-10-2018,2/16/2020,2018,TV-PG,62 min,Stand-Up Comedy,6.1,1448
s2448,Movie,Phir Bhi Dil Hai Hindustani,Aziz Mirza,India,7/28/2018,1/29/2020,2000,TV-14,159 min,"Comedies, Dramas, International Movies",6.1,7556
s2511,Movie,The Bros,You-Jeong Chang,South Korea,6/19/2018,1/23/2020,2017,TV-14,102 min,"Comedies, Dramas, International Movies",6.1,616
s2535,Movie,Pyar Ke Do Pal,Rajiv Mehra,India,5/26/2018,1/01/2020,1986,TV-14,153 min,"Dramas, International Movies, Music & Musicals",6.1,65
s2603,Movie,DeRay Davis: How to Act Black,Marcus Raboy,United States,04-12-2018,1/01/2020,2017,TV-MA,66 min,Stand-Up Comedy,6.1,427
s2654,Movie,Swearnet: The Movie,Warren P. Sonoda,Canada,03-01-2018,12/15/2019,2014,NC-17,112 min,"Comedies, International Movies",6.1,2652
s2679,Movie,Brother's Shadow,Todd S. Yellin,United States,2/16/2018,12/15/2019,2006,TV-MA,90 min,"Dramas, Independent Movies",6.1,147
s2688,Movie,Sohni Mahiwal,"Latif Faiziyev, Umesh Mehra",India,02-02-2018,10/12/2019,1984,TV-14,160 min,"Dramas, International Movies, Romantic Movies",6.1,297
s2714,Movie,LEGO Marvel Super Heroes: Avengers Reassembled!,Rob Silvestri,United States,01-12-2018,11/10/2019,2015,TV-Y7,22 min,Children & Family Movies,6.1,843
s2736,Movie,Take Me,Pat Healy,United States,12-08-2017,8/23/2019,2017,TV-MA,84 min,"Comedies, Independent Movies",6.1,5566
s2774,Movie,Lucid Dream,Jun-seong Kim,South Korea,11-01-2017,8/15/2019,2017,TV-MA,102 min,"International Movies, Sci-Fi & Fantasy, Thrillers",6.1,3575
s2777,Movie,How to Stage a Coup,Cal Seville,United Kingdom,11-01-2017,1/06/2019,2017,TV-14,47 min,Documentaries,6.1,172
s2810,Movie,Tracy Morgan: Staying Alive,Ryan Polito,United States,10/13/2017,10/05/2019,2017,TV-MA,59 min,Stand-Up Comedy,6.1,1202
s2829,Movie,Maria Bamford: Old Baby,Jessica Yu,United States,9/29/2017,3/14/2019,2017,TV-MA,64 min,Stand-Up Comedy,6.1,945
s2833,Movie,In the Shadow of Iris,Jalil Lespert,France,9/27/2017,8/03/2019,2016,TV-MA,99 min,"Dramas, International Movies, Thrillers",6.1,4256
s2835,Movie,Casting JonBenet,Kitty Green,United States,9/24/2017,7/03/2019,2017,TV-14,81 min,Documentaries,6.1,5384
s2846,Movie,Slam,Andrea Molaioli,Italy,09-05-2017,1/03/2019,2017,TV-MA,99 min,"Comedies, Dramas, International Movies",6.1,1308
s2853,Movie,Skins,Eduardo Casanova,Spain,09-01-2017,1/23/2019,2017,TV-MA,78 min,"Dramas, International Movies",6.1,5686
s2861,Movie,The Most Hated Woman in America,Tommy O'Haver,United States,09-01-2017,7/01/2019,2017,TV-MA,93 min,Dramas,6.1,6540
s3026,Movie,Frank and Cindy,G.J. Echternkamp,United States,4/25/2017,1/12/2018,2007,TV-MA,70 min,"Documentaries, Music & Musicals",6.1,855
s3030,Movie,Pee-wee's Big Holiday,John Lee,United States,4/21/2017,10/31/2018,2016,TV-PG,90 min,"Children & Family Movies, Comedies, Cult Movies",6.1,7985
s3032,Movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Wo-Ping,China,4/21/2017,10/16/2018,2016,PG-13,101 min,"Action & Adventure, Romantic Movies",6.1,19275
s3094,Movie,Hot Girls Wanted,"Jill Bauer, Ronna Gradus",United States,2/24/2017,2/24/2017,2015,TV-MA,83 min,Documentaries,6.1,17447
s3154,Movie,Fifty,Biyi Bandele,Nigeria,10/28/2016,10/28/2016,2015,NR,101 min,"Dramas, International Movies",6.1,259
s3249,Movie,Sam Kinison: The Scream Continues,Walter C. Miller,United States,10/16/2015,10/16/2015,2016,TV-MA,29 min,Documentaries,6.1,39
s91,Movie,Level 16,Danishka Esterhazy,Canada,09-03-2021,2/21/2021,2018,TV-14,102 min,"Sci-Fi & Fantasy, Thrillers",6,11118
s739,Movie,Really Love,Angel Kristi Williams,United States,8/27/2021,1/21/2021,2020,TV-MA,95 min,"Dramas, Independent Movies, Romantic Movies",6,807
s964,Movie,Walk of Shame,Steve Brill,United States,8/25/2021,10/16/2020,2014,R,94 min,"Comedies, Independent Movies",6,54065
s1263,Movie,Poms,Zara Hayes,United Kingdom,08-12-2021,5/29/2020,2019,PG-13,91 min,Comedies,6,6085
s163,Movie,Flower Girl,Michelle Bello,Nigeria,08-08-2021,5/29/2020,2013,TV-PG,94 min,"Comedies, International Movies, Romantic Movies",6,108
s189,Movie,Back to Q82,Ahmed Siddiqui,Kuwait,7/29/2021,2/08/2018,2017,TV-14,104 min,"Comedies, International Movies",6,94
s203,Movie,6 Bullets,Ernie Barbarash,United States,7/23/2021,11/15/2016,2012,R,115 min,Action & Adventure,6,14898
s205,Movie,Hampstead,Joel Hopkins,United Kingdom,7/23/2021,10/15/2016,2019,PG-13,103 min,"Comedies, Dramas, International Movies",6,6254
s2786,Movie,Love Is a Story,Cristina Jacob,Romania,7/14/2021,11/08/2021,2015,TV-MA,105 min,"International Movies, Music & Musicals, Romantic Movies",6,365
s228,Movie,Jagame Thandhiram,Karthik Subbaraj,India,07-08-2021,1/04/2021,2021,TV-MA,159 min,"Action & Adventure, Dramas, International Movies",6,11596
s4056,Movie,And Tomorrow the Entire World,Julia von Heinz,Germany,06-09-2021,7/31/2020,2020,TV-MA,112 min,"Dramas, International Movies, Thrillers",6,3095
s5129,Movie,Any Crybabies Around?,Takuma Sato,Japan,05-11-2021,6/15/2020,2020,TV-MA,108 min,"Dramas, International Movies",6,155
s6927,Movie,DNA,Maïwenn,France,2/21/2021,12/16/2019,2020,TV-MA,91 min,"Dramas, International Movies",6,1020
s7814,Movie,Effie Gray,Richard Laxton,United Kingdom,1/21/2021,8/15/2019,2014,PG-13,109 min,"Dramas, International Movies, Romantic Movies",6,5482
s8348,Movie,The Christmas Chronicles: Part Two,Chris Columbus,Canada,01-11-2021,10/05/2019,2020,PG,115 min,"Children & Family Movies, Comedies",6,29280
s509,Movie,Kevin Hart: Zero F**ks Given,Leslie Small,United States,12/31/2020,3/14/2019,2020,TV-MA,70 min,Stand-Up Comedy,6,3342
s149,Movie,A Very Country Christmas,Justin G. Dyck,United States,12/28/2020,8/03/2019,2017,TV-G,84 min,"Music & Musicals, Romantic Movies",6,1622
s499,Movie,First Love,Paul Soriano,Philippines,12/23/2020,7/03/2019,2018,TV-MA,123 min,"Dramas, International Movies, Romantic Movies",6,149
s583,Movie,Rebecca,Ben Wheatley,United Kingdom,12-04-2020,1/03/2019,2020,PG-13,123 min,"Dramas, Romantic Movies, Thrillers",6,40447
s599,Movie,In a Valley of Violence,Ti West,United States,11/24/2020,1/03/2019,2016,R,104 min,Action & Adventure,6,18452
s693,Movie,Time Out,Rikhil Bahadur,India,11-04-2020,1/23/2019,2015,TV-14,98 min,"Dramas, Independent Movies, International Movies",6,399
s757,Movie,Kandasamys: The Wedding,Jayan Moodley,South Africa,10/16/2020,1/12/2018,2019,TV-14,93 min,"Comedies, Dramas, International Movies",6,226
s797,Movie,Meet the In-Laws,Niyi Akinmolayan,Nigeria,10-02-2020,10/31/2018,2017,TV-PG,75 min,"Comedies, Dramas, International Movies",6,23
s803,Movie,Project Power,"Henry Joost, Ariel Schulman",United States,10-01-2020,10/16/2018,2020,R,113 min,Action & Adventure,6,83973
s832,Movie,Redemption,Mickey Fonseca,Mozambique,9/20/2020,9/28/2018,2019,TV-MA,102 min,"Dramas, International Movies, Thrillers",6,171
s1032,Movie,The Lovebirds,Michael Showalter,United States,07-05-2020,2/08/2018,2020,R,87 min,"Action & Adventure, Comedies, Romantic Movies",6,25460
s1097,Movie,Bennett's War,Alex Ranarivelo,United States,6/19/2020,5/25/2018,2019,PG-13,94 min,"Dramas, Sports Movies",6,858
s1106,Movie,Rich in Love,Bruno Garotti,Brazil,6/18/2020,12/05/2018,2020,TV-14,105 min,"Comedies, International Movies, Romantic Movies",6,2616
s1157,Movie,Humpty Sharma Ki Dulhania,Shashank Khaitan,India,5/29/2020,1/05/2018,2014,TV-14,131 min,"Comedies, International Movies, Romantic Movies",6,12757
s1163,Movie,Kabhi Alvida Naa Kehna,Karan Johar,India,5/29/2020,1/11/2017,2006,TV-14,192 min,"Dramas, International Movies, Romantic Movies",6,19797
s1179,Movie,The Decline,Patrice Laliberté,Canada,5/21/2020,10/31/2017,2020,TV-MA,83 min,"Action & Adventure, International Movies",6,8675
s1257,Movie,To All the Boys: P.S. I Still Love You,Michael Fimognari,United States,4/22/2020,1/09/2017,2020,TV-14,102 min,"Comedies, Romantic Movies",6,37072
s1391,Movie,Jack Whitehall: Christmas with My Father,Richard van't Riet,United Kingdom,2/26/2020,7/14/2017,2019,TV-MA,65 min,Stand-Up Comedy,6,930
s1690,Movie,Murder Mystery,Kyle Newacheck,United States,10-04-2019,1/09/2021,2019,PG-13,98 min,Comedies,6,120532
s1787,Movie,Money Trap,Yılmaz Erdoğan,Turkey,8/13/2019,3/08/2021,2019,TV-MA,122 min,"Comedies, Dramas, International Movies",6,14221
s1795,Movie,Dabbe 5: Zehr-i Cin,Hasan Karacadağ,Turkey,08-02-2019,6/26/2021,2014,TV-MA,133 min,"Horror Movies, International Movies",6,3708
s1851,Movie,Juanita,Clark Johnson,United States,06-07-2019,11/06/2021,2019,TV-MA,90 min,"Dramas, Independent Movies, Romantic Movies",6,2336
s1971,Movie,Tim Allen: Men Are Pigs,Ellen Brown,United States,3/29/2019,5/16/2021,1990,TV-MA,30 min,Stand-Up Comedy,6,353
s1988,Movie,Vanjagar Ulagam,Manoj Beedha,India,3/21/2019,7/05/2021,2018,TV-MA,145 min,"Dramas, International Movies, Thrillers",6,258
s2120,Movie,Vettai,N. Linguswamy,India,01-11-2019,4/17/2021,2012,TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals",6,2433
s2241,Movie,The Laws of Thermodynamics,Mateo Gil,Spain,11-01-2018,12/16/2020,2018,TV-MA,101 min,"Comedies, International Movies, Romantic Movies",6,2726
s2273,Movie,Fiza,Khalid Mohamed,India,11-01-2018,12/16/2020,2000,TV-14,163 min,"Dramas, International Movies, Music & Musicals",6,4168
s2285,Movie,Invisible,Pablo Giorgelli,Argentina,10/25/2018,11/15/2020,2017,TV-MA,87 min,"Dramas, Independent Movies, International Movies",6,763
s2388,Movie,Thi Mai,Patricia Ferreira,Spain,09-01-2018,9/19/2020,2017,TV-MA,99 min,"Comedies, Dramas, International Movies",6,2504
s2429,Movie,Come Sunday,Joshua Marston,United States,08-02-2018,7/26/2020,2018,TV-14,105 min,"Dramas, Faith & Spirituality, Independent Movies",6,2287
s2540,Movie,The Reservoir Game,Choi Jin-seong,South Korea,5/18/2018,10/07/2020,2017,TV-MA,100 min,"Documentaries, International Movies",6,35
